ExpName[i], vacc_id, vacc_name, market, X_bm, YLow_bm, YHigh_bm, theta_Rbm, min_price\n
market_assignments_Coverage_3_BH,1,BCG,1,0.00,0.00,0.00,0.12,0.02
market_assignments_Coverage_3_BH,1,BCG,2,0.00,0.00,0.00,0.13,0.03
market_assignments_Coverage_3_BH,1,BCG,3,0.00,0.00,0.00,0.18,0.05
market_assignments_Coverage_3_BH,2,BCG,1,12805635.90,0.04,0.14,0.20,0.04
market_assignments_Coverage_3_BH,2,BCG,2,10217393.41,0.05,0.15,0.20,0.05
market_assignments_Coverage_3_BH,2,BCG,3,5507367.55,0.07,0.26,0.29,0.07
market_assignments_Coverage_3_BH,3,BCG,1,0.00,0.00,0.00,0.10,0.02
market_assignments_Coverage_3_BH,3,BCG,2,0.00,0.00,0.00,0.11,0.03
market_assignments_Coverage_3_BH,3,BCG,3,0.00,0.00,0.00,0.15,0.04
market_assignments_Coverage_3_BH,4,BCG,1,3141732.68,0.06,0.28,0.29,0.06
market_assignments_Coverage_3_BH,4,BCG,2,3529645.00,0.08,0.28,0.30,0.08
market_assignments_Coverage_3_BH,4,BCG,3,11431666.02,0.11,0.33,0.42,0.11
market_assignments_Coverage_3_BH,5,DT,1,20283621.39,0.11,0.14,0.18,0.03
market_assignments_Coverage_3_BH,5,DT,2,30580502.64,0.11,0.14,0.18,0.05
market_assignments_Coverage_3_BH,5,DT,3,553424.38,0.26,0.26,0.26,0.07
market_assignments_Coverage_3_BH,6,DT,1,0.00,0.00,0.00,0.18,0.03
market_assignments_Coverage_3_BH,6,DT,2,10660612.60,0.06,0.10,0.18,0.05
market_assignments_Coverage_3_BH,6,DT,3,49079431.60,0.10,0.10,0.26,0.07
market_assignments_Coverage_3_BH,7,DTP,1,0.00,0.00,0.00,0.18,0.03
market_assignments_Coverage_3_BH,7,DTP,2,2621172.57,0.11,0.11,0.18,0.05
market_assignments_Coverage_3_BH,7,DTP,3,48796375.84,0.11,0.11,0.26,0.07
market_assignments_Coverage_3_BH,8,DTP,1,18043178.15,0.04,0.06,0.20,0.04
market_assignments_Coverage_3_BH,8,DTP,2,41108263.56,0.05,0.06,0.20,0.05
market_assignments_Coverage_3_BH,8,DTP,3,49466820.47,0.07,0.09,0.29,0.07
market_assignments_Coverage_3_BH,9,DTP-HepB-Hib,1,2168740.48,0.16,0.72,0.81,0.16
market_assignments_Coverage_3_BH,9,DTP-HepB-Hib,2,20311834.55,0.21,0.72,0.83,0.21
market_assignments_Coverage_3_BH,9,DTP-HepB-Hib,3,28936973.38,0.64,0.99,1.18,0.31
market_assignments_Coverage_3_BH,10,DTP-HepB-Hib,1,0.00,0.00,0.00,1.19,0.23
market_assignments_Coverage_3_BH,10,DTP-HepB-Hib,2,3032006.25,0.31,0.55,1.22,0.31
market_assignments_Coverage_3_BH,10,DTP-HepB-Hib,3,49466820.47,0.45,0.55,1.73,0.45
market_assignments_Coverage_3_BH,11,DTP-HepB-Hib,1,0.00,0.00,0.00,1.08,0.21
market_assignments_Coverage_3_BH,11,DTP-HepB-Hib,2,3032006.25,0.29,0.51,1.11,0.29
market_assignments_Coverage_3_BH,11,DTP-HepB-Hib,3,49466820.47,0.45,0.51,1.58,0.41
market_assignments_Coverage_3_BH,12,DTP-HepB-Hib,1,0.00,0.00,0.00,1.23,0.24
market_assignments_Coverage_3_BH,12,DTP-HepB-Hib,2,1950727.94,0.33,0.57,1.26,0.33
market_assignments_Coverage_3_BH,12,DTP-HepB-Hib,3,49466820.47,0.47,0.57,1.79,0.47
market_assignments_Coverage_3_BH,13,DTP-HepB-Hib,1,0.00,0.00,0.00,1.19,0.23
market_assignments_Coverage_3_BH,13,DTP-HepB-Hib,2,1950727.94,0.31,0.55,1.22,0.31
