ExpName[i], vacc_id, vacc_name, market, X_bm, YLow_bm, YHigh_bm, theta_Rbm, min_price\n
market_assignments_Coverage_2_BH,1,BCG,1,0.00,0.00,0.00,0.13,0.02
market_assignments_Coverage_2_BH,1,BCG,2,0.00,0.00,0.00,0.16,0.05
market_assignments_Coverage_2_BH,2,BCG,1,17796797.48,0.04,0.15,0.20,0.04
market_assignments_Coverage_2_BH,2,BCG,2,10733599.38,0.07,0.22,0.25,0.07
market_assignments_Coverage_2_BH,3,BCG,1,0.00,0.00,0.00,0.11,0.02
market_assignments_Coverage_2_BH,3,BCG,2,0.00,0.00,0.00,0.13,0.04
market_assignments_Coverage_2_BH,4,BCG,1,4213320.32,0.06,0.28,0.30,0.06
market_assignments_Coverage_2_BH,4,BCG,2,13889723.38,0.11,0.28,0.37,0.11
market_assignments_Coverage_2_BH,5,DT,1,38471869.06,0.08,0.14,0.18,0.03
market_assignments_Coverage_2_BH,5,DT,2,12945679.35,0.21,0.21,0.22,0.06
market_assignments_Coverage_2_BH,6,DT,1,0.00,0.00,0.00,0.18,0.03
market_assignments_Coverage_2_BH,6,DT,2,59740044.19,0.10,0.22,0.22,0.06
market_assignments_Coverage_2_BH,7,DTP,1,0.00,0.00,0.00,0.18,0.03
market_assignments_Coverage_2_BH,7,DTP,2,51417548.41,0.11,0.22,0.22,0.06
market_assignments_Coverage_2_BH,8,DTP,1,36257259.00,0.04,0.09,0.20,0.04
market_assignments_Coverage_2_BH,8,DTP,2,72361003.17,0.07,0.09,0.25,0.07
market_assignments_Coverage_2_BH,9,DTP-HepB-Hib,1,14612804.99,0.45,0.79,0.84,0.16
market_assignments_Coverage_2_BH,9,DTP-HepB-Hib,2,36804743.42,0.45,0.80,1.03,0.29
market_assignments_Coverage_2_BH,10,DTP-HepB-Hib,1,0.00,0.00,0.00,1.24,0.23
market_assignments_Coverage_2_BH,10,DTP-HepB-Hib,2,52498826.72,0.44,1.52,1.52,0.43
market_assignments_Coverage_2_BH,11,DTP-HepB-Hib,1,0.00,0.00,0.00,1.13,0.21
market_assignments_Coverage_2_BH,11,DTP-HepB-Hib,2,52498826.72,0.44,1.39,1.39,0.39
market_assignments_Coverage_2_BH,12,DTP-HepB-Hib,1,0.00,0.00,0.00,1.28,0.24
