ExpName[i], vacc_id, vacc_name, market, X_bm, YLow_bm, YHigh_bm, theta_Rbm, min_price\n
market_assignments_Coverage_2_MC,1,BCG,1,0.00,0.00,0.00,0.16,0.05
market_assignments_Coverage_2_MC,1,BCG,2,0.00,0.00,0.00,0.13,0.02
market_assignments_Coverage_2_MC,2,BCG,1,10187506.61,0.07,0.23,0.25,0.07
market_assignments_Coverage_2_MC,2,BCG,2,18342890.25,0.04,0.15,0.20,0.04
market_assignments_Coverage_2_MC,3,BCG,1,0.00,0.00,0.00,0.13,0.04
market_assignments_Coverage_2_MC,3,BCG,2,0.00,0.00,0.00,0.11,0.02
market_assignments_Coverage_2_MC,4,BCG,1,13654253.94,0.11,0.28,0.37,0.11
market_assignments_Coverage_2_MC,4,BCG,2,4448789.75,0.06,0.28,0.30,0.06
market_assignments_Coverage_2_MC,5,DT,1,10600992.73,0.22,0.22,0.23,0.06
market_assignments_Coverage_2_MC,5,DT,2,40816555.68,0.09,0.13,0.18,0.03
market_assignments_Coverage_2_MC,6,DT,1,59740044.19,0.10,0.23,0.23,0.06
market_assignments_Coverage_2_MC,6,DT,2,0.00,0.00,0.00,0.18,0.03
market_assignments_Coverage_2_MC,7,DTP,1,51417548.41,0.11,0.23,0.23,0.06
market_assignments_Coverage_2_MC,7,DTP,2,0.00,0.00,0.00,0.18,0.03
market_assignments_Coverage_2_MC,8,DTP,1,70038637.33,0.07,0.09,0.25,0.07
market_assignments_Coverage_2_MC,8,DTP,2,38579624.84,0.04,0.09,0.20,0.04
market_assignments_Coverage_2_MC,9,DTP-HepB-Hib,1,34460056.80,0.60,0.84,1.04,0.29
market_assignments_Coverage_2_MC,9,DTP-HepB-Hib,2,16957491.61,0.16,0.77,0.84,0.16
market_assignments_Coverage_2_MC,10,DTP-HepB-Hib,1,52498826.72,0.44,1.54,1.54,0.43
market_assignments_Coverage_2_MC,10,DTP-HepB-Hib,2,0.00,0.00,0.00,1.23,0.23
market_assignments_Coverage_2_MC,11,DTP-HepB-Hib,1,52498826.72,0.44,1.41,1.41,0.39
market_assignments_Coverage_2_MC,11,DTP-HepB-Hib,2,0.00,0.00,0.00,1.12,0.21
market_assignments_Coverage_2_MC,12,DTP-HepB-Hib,1,51417548.41,0.45,1.59,1.59,0.45
market_assignments_Coverage_2_MC,12,DTP-HepB-Hib,2,0.00,0.00,0.00,1.27,0.24
market_assignments_Coverage_2_MC,13,DTP-HepB-Hib,1,51417548.41,0.45,1.54,1.54,0.43
market_assignments_Coverage_2_MC,13,DTP-HepB-Hib,2,0.00,0.00,0.00,1.23,0.23
market_assignments_Coverage_2_MC,14,DTP-HepB-Hib,1,42897683.53,0.54,1.08,1.08,0.30
market_assignments_Coverage_2_MC,14,DTP-HepB-Hib,2,0.00,0.00,0.00,0.87,0.16
market_assignments_Coverage_2_MC,15,DTP-HepB-Hib,1,0.00,0.00,0.00,1.00,0.28
market_assignments_Coverage_2_MC,15,DTP-HepB-Hib,2,51417548.41,0.45,0.80,0.80,0.15
market_assignments_Coverage_2_MC,16,DTP-HepB-Hib,1,51417548.41,0.45,1.07,1.07,0.30
market_assignments_Coverage_2_MC,16,DTP-HepB-Hib,2,0.00,0.00,0.00,0.86,0.16
market_assignments_Coverage_2_MC,17,HPV,1,46692424.89,1.73,2.07,6.16,1.73
market_assignments_Coverage_2_MC,17,HPV,2,45569769.07,0.92,0.97,4.93,0.92
market_assignments_Coverage_2_MC,18,HPV,1,19899757.12,1.69,6.02,6.02,1.69
market_assignments_Coverage_2_MC,18,HPV,2,13590.94,0.90,4.82,4.82,0.90
market_assignments_Coverage_2_MC,19,HepB,1,51417548.41,0.18,0.66,0.66,0.18
market_assignments_Coverage_2_MC,19,HepB,2,0.00,0.00,0.00,0.52,0.10
market_assignments_Coverage_2_MC,20,HepB,1,42897683.53,0.23,0.80,0.80,0.23
market_assignments_Coverage_2_MC,20,HepB,2,0.00,0.00,0.00,0.64,0.12
