ExpName[i], vacc_id, vacc_name, market, X_bm, YLow_bm, YHigh_bm, theta_Rbm, min_price\n
market_assignments_Coverage_4_MC,1,BCG,1,0.00,0.00,0.00,0.16,0.05
market_assignments_Coverage_4_MC,1,BCG,2,0.00,0.00,0.00,0.13,0.02
market_assignments_Coverage_4_MC,1,BCG,3,0.00,0.00,0.00,0.23,0.10
market_assignments_Coverage_4_MC,1,BCG,4,0.00,0.00,0.00,0.14,0.03
market_assignments_Coverage_4_MC,2,BCG,1,13416535.92,0.07,0.20,0.25,0.07
market_assignments_Coverage_4_MC,2,BCG,2,8178952.99,0.04,0.13,0.20,0.04
market_assignments_Coverage_4_MC,2,BCG,3,688557.32,0.16,0.27,0.36,0.16
market_assignments_Coverage_4_MC,2,BCG,4,6246350.63,0.05,0.13,0.23,0.05
market_assignments_Coverage_4_MC,3,BCG,1,0.00,0.00,0.00,0.13,0.04
market_assignments_Coverage_4_MC,3,BCG,2,0.00,0.00,0.00,0.10,0.02
market_assignments_Coverage_4_MC,3,BCG,3,0.00,0.00,0.00,0.19,0.09
market_assignments_Coverage_4_MC,3,BCG,4,0.00,0.00,0.00,0.12,0.03
market_assignments_Coverage_4_MC,4,BCG,1,8012545.13,0.11,0.32,0.36,0.11
market_assignments_Coverage_4_MC,4,BCG,2,9392950.98,0.06,0.25,0.29,0.06
market_assignments_Coverage_4_MC,4,BCG,3,237865.25,0.24,0.50,0.53,0.24
market_assignments_Coverage_4_MC,4,BCG,4,459682.33,0.08,0.32,0.33,0.08
market_assignments_Coverage_4_MC,5,DT,1,51417548.41,0.11,0.22,0.22,0.06
market_assignments_Coverage_4_MC,5,DT,2,0.00,0.00,0.00,0.18,0.03
market_assignments_Coverage_4_MC,5,DT,3,0.00,0.00,0.00,0.32,0.15
market_assignments_Coverage_4_MC,5,DT,4,0.00,0.00,0.00,0.20,0.05
market_assignments_Coverage_4_MC,6,DT,1,11685450.02,0.06,0.21,0.22,0.06
market_assignments_Coverage_4_MC,6,DT,2,27972027.90,0.03,0.06,0.18,0.03
