ExpName[i], vacc_id, vacc_name, market, X_bm, YLow_bm, YHigh_bm, theta_Rbm, min_price\n
market_assignments_GNI_4_MC,1,BCG,1,0.00,0.00,0.00,0.27,0.19
market_assignments_GNI_4_MC,1,BCG,2,0.00,0.00,0.00,0.07,0.02
market_assignments_GNI_4_MC,1,BCG,3,0.00,0.00,0.00,0.14,0.09
market_assignments_GNI_4_MC,1,BCG,4,0.00,0.00,0.00,0.37,0.27
market_assignments_GNI_4_MC,2,BCG,1,9355674.44,0.30,0.33,0.42,0.30
market_assignments_GNI_4_MC,2,BCG,2,16032581.93,0.04,0.07,0.11,0.04
market_assignments_GNI_4_MC,2,BCG,3,3128182.94,0.14,0.22,0.23,0.14
market_assignments_GNI_4_MC,2,BCG,4,13957.55,0.44,0.45,0.59,0.44
market_assignments_GNI_4_MC,3,BCG,1,0.00,0.00,0.00,0.22,0.16
market_assignments_GNI_4_MC,3,BCG,2,0.00,0.00,0.00,0.06,0.02
market_assignments_GNI_4_MC,3,BCG,3,0.00,0.00,0.00,0.12,0.08
market_assignments_GNI_4_MC,3,BCG,4,0.00,0.00,0.00,0.31,0.23
market_assignments_GNI_4_MC,4,BCG,1,3845653.07,0.45,0.58,0.62,0.45
market_assignments_GNI_4_MC,4,BCG,2,1271617.42,0.06,0.16,0.16,0.06
market_assignments_GNI_4_MC,4,BCG,3,12981037.43,0.21,0.24,0.34,0.21
market_assignments_GNI_4_MC,4,BCG,4,4735.78,0.64,0.82,0.87,0.64
market_assignments_GNI_4_MC,5,DT,1,0.00,0.00,0.00,0.38,0.27
market_assignments_GNI_4_MC,5,DT,2,21987586.79,0.09,0.09,0.10,0.03
market_assignments_GNI_4_MC,5,DT,3,29429961.62,0.13,0.17,0.20,0.13
market_assignments_GNI_4_MC,5,DT,4,0.00,0.00,0.00,0.53,0.39
market_assignments_GNI_4_MC,6,DT,1,29815032.94,0.27,0.28,0.38,0.27
market_assignments_GNI_4_MC,6,DT,2,29925011.26,0.03,0.08,0.10,0.03
market_assignments_GNI_4_MC,6,DT,3,0.00,0.00,0.00,0.20,0.13
market_assignments_GNI_4_MC,6,DT,4,0.00,0.00,0.00,0.53,0.39
market_assignments_GNI_4_MC,7,DTP,1,0.00,0.00,0.00,0.38,0.27
market_assignments_GNI_4_MC,7,DTP,2,8458760.84,0.03,0.10,0.10,0.03
market_assignments_GNI_4_MC,7,DTP,3,42958787.57,0.13,0.13,0.20,0.13
market_assignments_GNI_4_MC,7,DTP,4,0.00,0.00,0.00,0.53,0.39
market_assignments_GNI_4_MC,8,DTP,1,14084187.80,0.30,0.39,0.42,0.30
market_assignments_GNI_4_MC,8,DTP,2,51533414.15,0.04,0.04,0.11,0.04
market_assignments_GNI_4_MC,8,DTP,3,42958787.57,0.14,0.15,0.23,0.14
market_assignments_GNI_4_MC,8,DTP,4,41872.65,0.44,0.45,0.59,0.44
market_assignments_GNI_4_MC,9,DTP-HepB-Hib,1,8458760.84,1.24,1.65,1.74,1.24
market_assignments_GNI_4_MC,9,DTP-HepB-Hib,2,0.00,0.00,0.00,0.46,0.16
market_assignments_GNI_4_MC,9,DTP-HepB-Hib,3,42958787.57,0.59,0.61,0.94,0.59
market_assignments_GNI_4_MC,9,DTP-HepB-Hib,4,0.00,0.00,0.00,2.41,1.79
market_assignments_GNI_4_MC,10,DTP-HepB-Hib,1,19955792.00,1.83,2.21,2.56,1.83
market_assignments_GNI_4_MC,10,DTP-HepB-Hib,2,14486562.25,0.23,0.63,0.67,0.23
market_assignments_GNI_4_MC,10,DTP-HepB-Hib,3,18041920.23,0.87,1.26,1.39,0.87
market_assignments_GNI_4_MC,10,DTP-HepB-Hib,4,14552.23,2.63,3.35,3.56,2.63
market_assignments_GNI_4_MC,11,DTP-HepB-Hib,1,9948139.83,1.68,2.20,2.34,1.68
market_assignments_GNI_4_MC,11,DTP-HepB-Hib,2,24494214.43,0.21,0.54,0.62,0.21
market_assignments_GNI_4_MC,11,DTP-HepB-Hib,3,18041920.23,0.79,1.15,1.26,0.79
market_assignments_GNI_4_MC,11,DTP-HepB-Hib,4,14552.23,2.41,3.06,3.25,2.41
market_assignments_GNI_4_MC,12,DTP-HepB-Hib,1,8777770.44,1.90,2.51,2.65,1.90
market_assignments_GNI_4_MC,12,DTP-HepB-Hib,2,24583305.51,0.24,0.61,0.70,0.24
market_assignments_GNI_4_MC,12,DTP-HepB-Hib,3,18041920.23,0.90,1.31,1.43,0.90
market_assignments_GNI_4_MC,12,DTP-HepB-Hib,4,14552.23,2.73,3.47,3.68,2.73
market_assignments_GNI_4_MC,13,DTP-HepB-Hib,1,9083084.19,1.83,2.42,2.56,1.83
market_assignments_GNI_4_MC,13,DTP-HepB-Hib,2,24277991.76,0.23,0.59,0.67,0.23
market_assignments_GNI_4_MC,13,DTP-HepB-Hib,3,18041920.23,0.87,1.26,1.39,0.87
market_assignments_GNI_4_MC,13,DTP-HepB-Hib,4,14552.23,2.63,3.35,3.56,2.63
market_assignments_GNI_4_MC,14,DTP-HepB-Hib,1,23768444.63,1.29,1.49,1.80,1.29
