ExpName[i], vacc_id, vacc_name, market, X_bm, YLow_bm, YHigh_bm, theta_Rbm, min_price\n
market_assignments_Coverage_3_MC,1,BCG,1,0.00,0.00,0.00,0.15,0.05
market_assignments_Coverage_3_MC,1,BCG,2,0.00,0.00,0.00,0.13,0.02
market_assignments_Coverage_3_MC,1,BCG,3,0.00,0.00,0.00,0.23,0.10
market_assignments_Coverage_3_MC,2,BCG,1,16349499.31,0.07,0.19,0.24,0.07
market_assignments_Coverage_3_MC,2,BCG,2,12153465.09,0.04,0.17,0.20,0.04
market_assignments_Coverage_3_MC,2,BCG,3,27432.46,0.16,0.36,0.36,0.16
market_assignments_Coverage_3_MC,3,BCG,1,0.00,0.00,0.00,0.13,0.04
market_assignments_Coverage_3_MC,3,BCG,2,0.00,0.00,0.00,0.11,0.02
market_assignments_Coverage_3_MC,3,BCG,3,0.00,0.00,0.00,0.19,0.09
market_assignments_Coverage_3_MC,4,BCG,1,7347400.88,0.11,0.26,0.36,0.11
market_assignments_Coverage_3_MC,4,BCG,2,9856652.71,0.06,0.26,0.30,0.06
market_assignments_Coverage_3_MC,4,BCG,3,898990.11,0.24,0.26,0.53,0.24
market_assignments_Coverage_3_MC,5,DT,1,51417548.41,0.11,0.22,0.22,0.06
market_assignments_Coverage_3_MC,5,DT,2,0.00,0.00,0.00,0.18,0.03
market_assignments_Coverage_3_MC,5,DT,3,0.00,0.00,0.00,0.32,0.15
market_assignments_Coverage_3_MC,6,DT,1,0.00,0.00,0.00,0.22,0.06
market_assignments_Coverage_3_MC,6,DT,2,59740044.19,0.10,0.18,0.18,0.03
market_assignments_Coverage_3_MC,6,DT,3,0.00,0.00,0.00,0.32,0.15
market_assignments_Coverage_3_MC,7,DTP,1,0.00,0.00,0.00,0.22,0.06
market_assignments_Coverage_3_MC,7,DTP,2,51417548.41,0.11,0.18,0.18,0.03
market_assignments_Coverage_3_MC,7,DTP,3,0.00,0.00,0.00,0.32,0.15
market_assignments_Coverage_3_MC,8,DTP,1,41099395.32,0.07,0.20,0.24,0.07
market_assignments_Coverage_3_MC,8,DTP,2,66010778.02,0.04,0.04,0.20,0.04
market_assignments_Coverage_3_MC,8,DTP,3,1508088.84,0.16,0.31,0.36,0.16
market_assignments_Coverage_3_MC,9,DTP-HepB-Hib,1,0.00,0.00,0.00,1.00,0.29
market_assignments_Coverage_3_MC,9,DTP-HepB-Hib,2,51417548.41,0.45,0.84,0.84,0.16
market_assignments_Coverage_3_MC,9,DTP-HepB-Hib,3,0.00,0.00,0.00,1.48,0.68
market_assignments_Coverage_3_MC,10,DTP-HepB-Hib,1,0.00,0.00,0.00,1.47,0.43
market_assignments_Coverage_3_MC,10,DTP-HepB-Hib,2,52498826.72,0.44,1.24,1.24,0.23
market_assignments_Coverage_3_MC,10,DTP-HepB-Hib,3,0.00,0.00,0.00,2.18,1.00
market_assignments_Coverage_3_MC,11,DTP-HepB-Hib,1,0.00,0.00,0.00,1.34,0.39
market_assignments_Coverage_3_MC,11,DTP-HepB-Hib,2,52498826.72,0.44,1.13,1.13,0.21
market_assignments_Coverage_3_MC,11,DTP-HepB-Hib,3,0.00,0.00,0.00,1.99,0.91
market_assignments_Coverage_3_MC,12,DTP-HepB-Hib,1,0.00,0.00,0.00,1.52,0.45
market_assignments_Coverage_3_MC,12,DTP-HepB-Hib,2,51417548.41,0.45,1.28,1.28,0.24
market_assignments_Coverage_3_MC,12,DTP-HepB-Hib,3,0.00,0.00,0.00,2.25,1.03
market_assignments_Coverage_3_MC,13,DTP-HepB-Hib,1,0.00,0.00,0.00,1.47,0.43
market_assignments_Coverage_3_MC,13,DTP-HepB-Hib,2,51417548.41,0.45,1.24,1.24,0.23
market_assignments_Coverage_3_MC,13,DTP-HepB-Hib,3,0.00,0.00,0.00,2.18,1.00
market_assignments_Coverage_3_MC,14,DTP-HepB-Hib,1,22473877.99,0.85,0.89,1.03,0.30
market_assignments_Coverage_3_MC,14,DTP-HepB-Hib,2,19152626.66,0.16,0.78,0.87,0.16
market_assignments_Coverage_3_MC,14,DTP-HepB-Hib,3,1271178.87,0.85,1.36,1.53,0.70
market_assignments_Coverage_3_MC,15,DTP-HepB-Hib,1,8240407.75,0.65,0.92,0.96,0.28
market_assignments_Coverage_3_MC,15,DTP-HepB-Hib,2,43177140.66,0.41,0.56,0.81,0.15
market_assignments_Coverage_3_MC,15,DTP-HepB-Hib,3,0.00,0.00,0.00,1.42,0.65
market_assignments_Coverage_3_MC,16,DTP-HepB-Hib,1,0.00,0.00,0.00,1.02,0.30
market_assignments_Coverage_3_MC,16,DTP-HepB-Hib,2,51417548.41,0.45,0.86,0.86,0.16
market_assignments_Coverage_3_MC,16,DTP-HepB-Hib,3,0.00,0.00,0.00,1.52,0.69
market_assignments_Coverage_3_MC,17,HPV,1,46372598.95,1.73,2.03,5.87,1.73
market_assignments_Coverage_3_MC,17,HPV,2,44007185.34,0.92,0.98,4.96,0.92
market_assignments_Coverage_3_MC,17,HPV,3,1797980.22,3.99,4.31,8.72,3.99
market_assignments_Coverage_3_MC,18,HPV,1,4045298.04,1.69,5.49,5.75,1.69
market_assignments_Coverage_3_MC,18,HPV,2,15813185.11,1.02,3.53,4.85,0.90
market_assignments_Coverage_3_MC,18,HPV,3,54864.92,3.90,8.47,8.53,3.90
market_assignments_Coverage_3_MC,19,HepB,1,0.00,0.00,0.00,0.63,0.18
market_assignments_Coverage_3_MC,19,HepB,2,51417548.41,0.11,0.53,0.53,0.10
market_assignments_Coverage_3_MC,19,HepB,3,0.00,0.00,0.00,0.93,0.42
market_assignments_Coverage_3_MC,20,HepB,1,42897683.53,0.23,0.77,0.77,0.23
market_assignments_Coverage_3_MC,20,HepB,2,0.00,0.00,0.00,0.65,0.12
market_assignments_Coverage_3_MC,20,HepB,3,0.00,0.00,0.00,1.14,0.52
market_assignments_Coverage_3_MC,21,HepB,1,0.00,0.00,0.00,0.31,0.09
market_assignments_Coverage_3_MC,21,HepB,2,51417548.41,0.11,0.26,0.26,0.05
market_assignments_Coverage_3_MC,21,HepB,3,0.00,0.00,0.00,0.45,0.21
market_assignments_Coverage_3_MC,22,HepB,1,18203841.17,0.22,0.29,0.32,0.09
market_assignments_Coverage_3_MC,22,HepB,2,23185753.52,0.07,0.23,0.27,0.05
market_assignments_Coverage_3_MC,22,HepB,3,1508088.84,0.22,0.41,0.47,0.22
market_assignments_Coverage_3_MC,23,Hib,1,39192170.09,0.81,2.09,2.75,0.81
market_assignments_Coverage_3_MC,23,Hib,2,11798567.79,0.43,2.09,2.32,0.43
market_assignments_Coverage_3_MC,23,Hib,3,1508088.84,1.86,3.48,4.07,1.86
market_assignments_Coverage_3_MC,24,IPV,1,17305978.89,0.78,1.92,2.67,0.78
market_assignments_Coverage_3_MC,24,IPV,2,2844777.28,0.42,1.92,2.25,0.42
market_assignments_Coverage_3_MC,24,IPV,3,1271178.87,1.81,3.50,3.96,1.81
market_assignments_Coverage_3_MC,25,IPV,1,9727386.82,0.92,3.00,3.13,0.92
market_assignments_Coverage_3_MC,25,IPV,2,42771439.90,0.49,1.88,2.64,0.49
market_assignments_Coverage_3_MC,25,IPV,3,0.00,0.00,0.00,4.64,2.12
market_assignments_Coverage_3_MC,26,IPV,1,9527039.25,1.16,3.80,3.96,1.16
market_assignments_Coverage_3_MC,26,IPV,2,41890509.16,0.62,2.38,3.34,0.62
market_assignments_Coverage_3_MC,26,IPV,3,0.00,0.00,0.00,5.87,2.69
market_assignments_Coverage_3_MC,27,IPV,1,14131089.78,0.66,1.80,2.23,0.66
market_assignments_Coverage_3_MC,27,IPV,2,7290845.26,0.35,1.74,1.89,0.35
market_assignments_Coverage_3_MC,27,IPV,3,0.00,0.00,0.00,3.32,1.52
