param n_antigens :=12;
param n_markets := 3 ;
param n_countries :=33 ;
param n_bundles :=46 ;
param n_producers :=14 ;
 
param uncertainty_low := 1.0;
param uncertainty_high := 1.0;
param interest_rate := 1.05;
param n_linsegments := 5;
param ptyOverIm:=1e4;
param tenderlength:=1;
 
set A1[1] := 1 ;
set A1[2] := 2 ;
set A1[3] := 2 ;
set A1[4] := 2 ;
set A1[5] := 2 ;
set A1[6] := 2 4 5 ;
set A1[7] := 2 4 5 ;
set A1[8] := 2 4 5 6 ;
set A1[9] := 2 4 6 ;
set A1[10] := 2 5 ;
set A1[11] := 2 5 ;
set A1[12] := 2 5 6 ;
set A1[13] := 2 6 ;
set A1[14] := 3 ;
set A1[15] := 4 ;
set A1[16] := 4 ;
set A1[17] := 4 ;
set A1[18] := 4 ;
set A1[19] := 5 ;
set A1[20] := 6 ;
set A1[21] := 6 ;
set A1[22] := 6 ;
set A1[23] := 6 ;
set A1[24] := 7 ;
set A1[25] := 7 ;
set A1[26] := 7 ;
set A1[27] := 7 ;
set A1[28] := 7 ;
set A1[29] := 7 ;
set A1[30] := 8 ;
set A1[31] := 8 ;
set A1[32] := 8 ;
set A1[33] := 8 ;
set A1[34] := 9 ;
set A1[35] := 9 ;
set A1[36] := 9 ;
set A1[37] := 9 ;
set A1[38] := 9 ;
set A1[39] := 10 ;
set A1[40] := 11 ;
set A1[41] := 11 ;
set A1[42] := 12 ;
set A1[43] := 12 ;
set A1[44] := 12 ;
set A1[45] := 12 ;
set A1[46] := 12 ;

set B1[1] := 1 ; 
set B1[2] := 2 3 4 5 6 7 8 9 10 11 12 13 ; 
set B1[4] := 6 7 8 9 15 16 17 18 ; 
set B1[5] := 6 7 8 10 11 12 19 ; 
set B1[6] := 8 9 12 13 20 21 22 23 ; 
set B1[3] := 14 ; 
set B1[7] := 24 25 26 27 28 29 ; 
set B1[8] := 30 31 32 33 ; 
set B1[9] := 34 35 36 37 38 ; 
set B1[10] := 39 ; 
set B1[11] := 40 41 ; 
set B1[12] := 42 43 44 45 46 ; 

set B2[2] := 1 10 ; 
set B2[3] := 2 3 4 39 ; 
set B2[8] := 5 ; 
set B2[9] := 6 7 11 15 16 17 18 ; 
set B2[10] := 8 ; 
set B2[7] := 9 13 14 19 24 25 26 28 29 34 35 36 37 ; 
set B2[12] := 12 22 ; 
set B2[1] := 20 21 ; 
set B2[11] := 23 ; 
set B2[13] := 27 38 ; 
set B2[6] := 30 31 32 33 ; 
set B2[5] := 40 ; 
set B2[14] := 41 ; 
set B2[4] := 42 43 44 45 46 ; 

param : name C k S:=
1 DT 315303.9896860248 2 1983752.7685415982
2 DTP 192947.21756905993 3 60113.720258836314
3 DTP 192947.21756905993 3 60113.720258836314
4 DTP 192947.21756905993 3 60113.720258836314
5 DTP 192947.21756905993 8 1202274.4051767262
6 DTP-HepB-Hib 771788.8702762397 9 1297542.3478091506
7 DTP-HepB-Hib 771788.8702762397 9 1297542.3478091506
8 DTP-HepB-Hib-IPV 964736.0878452995 10 2554833.1110005435
9 DTP-HepB-IPV 2894208.2635358986 7 1422691.3794591257
10 DTP-Hib 675315.2614917097 2 1168898.8190541824
11 DTP-Hib 675315.2614917097 9 1168898.8190541824
12 DTP-Hib-IPV 771788.8702762397 12 1743297.887506253
13 DTP-IPV 675315.2614917097 7 1422691.3794591257
14 HPV 771788.8702762397 7 661250.9228471995
15 HepB 192947.21756905993 9 1297542.3478091506
16 HepB 192947.21756905993 9 1297542.3478091506
17 HepB 192947.21756905993 9 1297542.3478091506
18 HepB 192947.21756905993 9 1297542.3478091506
19 Hib 192947.21756905993 7 1422691.3794591257
20 IPV 192947.21756905993 11 120227.44051767263
21 IPV 192947.21756905993 1 711345.689729563
22 IPV 192947.21756905993 1 711345.689729563
23 IPV 192947.21756905993 12 1743297.887506253
24 MMR 289420.82635358995 13 601137.2025883631
25 MMR 289420.82635358995 7 1422691.3794591257
26 MMR 289420.82635358995 7 1422691.3794591257
27 MMR 289420.82635358995 7 1422691.3794591257
28 MMR 289420.82635358995 7 1422691.3794591257
29 MMR 289420.82635358995 7 1422691.3794591257
30 OPV 192947.21756905993 6 1297542.3478091506
31 OPV 192947.21756905993 6 1297542.3478091506
32 OPV 192947.21756905993 6 1297542.3478091506
33 OPV 192947.21756905993 6 1297542.3478091506
34 PCV 482368.04392264975 7 1803411.6077650895
35 PCV 482368.04392264975 7 1803411.6077650895
36 PCV 482368.04392264975 7 1803411.6077650895
37 PCV 482368.04392264975 7 1803411.6077650895
38 PCV 482368.04392264975 13 1202274.4051767262
39 Rota 771788.8702762397 3 1202274.4051767262
40 TCV 315303.9896860248 5 1168898.8190541824
41 TCV 315303.9896860248 14 1168898.8190541824
42 YF 315303.9896860248 4 581099.2958354178
43 YF 315303.9896860248 4 581099.2958354178
44 YF 315303.9896860248 4 581099.2958354178
45 YF 315303.9896860248 4 581099.2958354178
46 YF 315303.9896860248 4 581099.2958354178
;
param phi := 5;

param theta := 1.2;

param :country_name annual_births GNI_c target_country:=
1 'Antigua' 1420 15196.34 0
2 'Argentina' 738513 10448.39 0
3 'Bahamas' 5998 30584.62 0
4 'Barbados' 3142 17769.73 0
5 'Belize' 7926 4721.64 0
6 'Bolivia' 237991 3419.33 0
7 'Brazil' 2822323 8464.33 0
8 'Chile' 214955 17701.62 0
9 'Colombia' 737615 6186.66 0
10 "'Costa Rica'" 66716 12294.13 0
11 'Cuba' 99333 7700.0 0
12 'Dominica' 600 8559.17 0
13 "'Dominican Rep.'" 198050 9158.02 0
14 'Ecuador' 335206 6107.6 0
15 "'El Salvador'" 115530 4475.18 0
16 'Grenada' 1748 10194.01 0
17 'Guatemala' 419893 4767.44 0
18 'Guyana' 14115 12426.39 0
19 'Haiti' 253692 1560.23 0
20 'Honduras' 211471 2712.44 0
21 'Jamaica' 43888 5697.35 0
22 'Mexico' 2127508 10541.44 0
23 'Nicaragua' 128053 2109.3 0
24 'Panama' 77743 14643.87 0
