param n_antigens :=12;
param n_markets := 3 ;
param n_countries :=31 ;
param n_bundles :=46 ;
param n_producers :=13 ;
 
param uncertainty_low := 1.0;
param uncertainty_high := 1.0;
param interest_rate := 1.05;
param n_linsegments := 5;
param ptyOverIm:=1e4;
param tenderlength:=1;
 
set A1[1] := 1 ;
set A1[2] := 2 ;
set A1[3] := 2 ;
set A1[4] := 2 ;
set A1[5] := 2 ;
set A1[6] := 2 4 5 ;
set A1[7] := 2 4 5 ;
set A1[8] := 2 4 5 6 ;
set A1[9] := 2 4 6 ;
set A1[10] := 2 5 ;
set A1[11] := 2 5 ;
set A1[12] := 2 5 6 ;
set A1[13] := 2 6 ;
set A1[14] := 3 ;
set A1[15] := 4 ;
set A1[16] := 4 ;
set A1[17] := 4 ;
set A1[18] := 4 ;
set A1[19] := 5 ;
set A1[20] := 6 ;
set A1[21] := 6 ;
set A1[22] := 6 ;
set A1[23] := 6 ;
set A1[24] := 7 ;
set A1[25] := 7 ;
set A1[26] := 7 ;
set A1[27] := 7 ;
set A1[28] := 7 ;
set A1[29] := 7 ;
set A1[30] := 8 ;
set A1[31] := 8 ;
set A1[32] := 8 ;
set A1[33] := 8 ;
set A1[34] := 9 ;
set A1[35] := 9 ;
set A1[36] := 9 ;
set A1[37] := 9 ;
set A1[38] := 9 ;
set A1[39] := 10 ;
set A1[40] := 11 ;
set A1[41] := 11 ;
set A1[42] := 12 ;
set A1[43] := 12 ;
set A1[44] := 12 ;
set A1[45] := 12 ;
set A1[46] := 12 ;

set B1[1] := 1 ; 
set B1[2] := 2 3 4 5 6 7 8 9 10 11 12 13 ; 
set B1[4] := 6 7 8 9 15 16 17 18 ; 
set B1[5] := 6 7 8 10 11 12 19 ; 
set B1[6] := 8 9 12 13 20 21 22 23 ; 
set B1[3] := 14 ; 
set B1[7] := 24 25 26 27 28 29 ; 
set B1[8] := 30 31 32 33 ; 
set B1[9] := 34 35 36 37 38 ; 
set B1[10] := 39 ; 
set B1[11] := 40 41 ; 
set B1[12] := 42 43 44 45 46 ; 

set B2[2] := 1 10 ; 
set B2[3] := 2 3 4 39 ; 
set B2[7] := 5 ; 
set B2[8] := 6 7 15 16 17 18 ; 
set B2[9] := 8 11 ; 
set B2[6] := 9 13 14 19 24 25 26 28 29 34 35 36 37 ; 
set B2[12] := 12 22 ; 
set B2[1] := 20 21 ; 
set B2[10] := 23 ; 
set B2[13] := 27 38 41 ; 
set B2[5] := 30 31 32 33 ; 
set B2[11] := 40 ; 
set B2[4] := 42 43 44 45 46 ; 

param : name C k S:=
1 DT 163502.57625736718 2 1028685.6459926745
2 DTP 100053.81532167245 3 31172.292302808317
3 DTP 100053.81532167245 3 31172.292302808317
4 DTP 100053.81532167245 3 31172.292302808317
5 DTP 100053.81532167245 7 623445.8460561663
6 DTP-HepB-Hib 400215.2612866898 8 672847.5490623717
7 DTP-HepB-Hib 400215.2612866898 8 672847.5490623717
8 DTP-HepB-Hib-IPV 500269.0766083623 9 1324822.4228693536
9 DTP-HepB-IPV 1500807.2298250867 6 737744.2511664632
10 DTP-Hib 350188.3536258536 2 606138.756727644
11 DTP-Hib 350188.3536258536 9 606138.756727644
12 DTP-Hib-IPV 400215.2612866898 12 903996.4767814412
13 DTP-IPV 350188.3536258536 6 737744.2511664632
14 HPV 400215.2612866898 6 342895.2153308915
15 HepB 100053.81532167245 8 672847.5490623717
16 HepB 100053.81532167245 8 672847.5490623717
17 HepB 100053.81532167245 8 672847.5490623717
18 HepB 100053.81532167245 8 672847.5490623717
19 Hib 100053.81532167245 6 737744.2511664632
20 IPV 100053.81532167245 10 62344.584605616634
21 IPV 100053.81532167245 1 368872.1255832317
22 IPV 100053.81532167245 1 368872.1255832317
23 IPV 100053.81532167245 12 903996.4767814412
24 MMR 150080.72298250865 13 311722.92302808317
25 MMR 150080.72298250865 6 737744.2511664632
26 MMR 150080.72298250865 6 737744.2511664632
27 MMR 150080.72298250865 6 737744.2511664632
28 MMR 150080.72298250865 6 737744.2511664632
29 MMR 150080.72298250865 6 737744.2511664632
30 OPV 100053.81532167245 5 672847.5490623717
31 OPV 100053.81532167245 5 672847.5490623717
32 OPV 100053.81532167245 5 672847.5490623717
33 OPV 100053.81532167245 5 672847.5490623717
34 PCV 250134.53830418116 6 935168.7690842495
35 PCV 250134.53830418116 6 935168.7690842495
36 PCV 250134.53830418116 6 935168.7690842495
37 PCV 250134.53830418116 13 623445.8460561663
38 PCV 250134.53830418116 6 935168.7690842495
