param n_antigens :=13;
param n_markets := 1 ;
param n_countries :=53 ;
param n_bundles :=61 ;
param n_producers :=18 ;
 
param uncertainty_low := 1.0;
param uncertainty_high := 1.0;
param interest_rate := 1.05;
param n_linsegments := 5;
param ptyOverIm:=1e4;
param tenderlength:=1;
 
set A1[1] := 1 ;
set A1[2] := 1 ;
set A1[3] := 1 ;
set A1[4] := 1 ;
set A1[5] := 2 ;
set A1[6] := 2 ;
set A1[7] := 3 ;
set A1[8] := 3 ;
set A1[9] := 3 5 6 ;
set A1[10] := 3 5 6 ;
set A1[11] := 3 5 6 ;
set A1[12] := 3 5 6 ;
set A1[13] := 3 5 6 ;
set A1[14] := 3 5 6 ;
set A1[15] := 3 5 6 ;
set A1[16] := 3 5 6 ;
set A1[17] := 4 ;
set A1[18] := 4 ;
set A1[19] := 5 ;
set A1[20] := 5 ;
set A1[21] := 5 ;
set A1[22] := 5 ;
set A1[23] := 7 ;
set A1[24] := 7 ;
set A1[25] := 7 ;
set A1[26] := 7 ;
set A1[27] := 7 ;
set A1[28] := 7 ;
set A1[29] := 8 ;
set A1[30] := 8 ;
set A1[31] := 8 ;
set A1[32] := 8 ;
set A1[33] := 9 ;
set A1[34] := 9 ;
set A1[35] := 9 ;
set A1[36] := 9 ;
set A1[37] := 9 ;
set A1[38] := 9 ;
set A1[39] := 9 ;
set A1[40] := 9 ;
set A1[41] := 9 ;
set A1[42] := 10 ;
set A1[43] := 10 ;
set A1[44] := 10 ;
set A1[45] := 10 ;
set A1[46] := 10 ;
set A1[47] := 10 ;
set A1[48] := 11 ;
set A1[49] := 11 ;
set A1[50] := 11 ;
set A1[51] := 12 ;
set A1[52] := 12 ;
set A1[53] := 12 ;
set A1[54] := 12 ;
set A1[55] := 12 ;
set A1[56] := 12 ;
set A1[57] := 12 ;
set A1[58] := 13 ;
set A1[59] := 13 ;
set A1[60] := 13 ;
set A1[61] := 13 ;

set B1[1] := 1 2 3 4 ; 
set B1[2] := 5 6 ; 
set B1[3] := 7 8 9 10 11 12 13 14 15 16 ; 
set B1[5] := 9 10 11 12 13 14 15 16 19 20 21 22 ; 
set B1[6] := 9 10 11 12 13 14 15 16 ; 
set B1[4] := 17 18 ; 
set B1[7] := 23 24 25 26 27 28 ; 
set B1[8] := 29 30 31 32 ; 
set B1[9] := 33 34 35 36 37 38 39 40 41 ; 
set B1[10] := 42 43 44 45 46 47 ; 
set B1[11] := 48 49 50 ; 
set B1[12] := 51 52 53 54 55 56 57 ; 
set B1[13] := 58 59 60 61 ; 

set B2[17] := 1 7 13 16 19 21 29 30 32 38 42 45 50 51 55 ; 
set B2[11] := 2 ; 
set B2[2] := 3 5 54 57 ; 
set B2[1] := 4 24 ; 
set B2[5] := 6 34 36 53 ; 
set B2[7] := 8 10 14 52 56 ; 
set B2[12] := 9 20 22 26 ; 
set B2[14] := 11 ; 
set B2[16] := 12 15 23 39 60 ; 
set B2[10] := 17 31 35 40 43 44 49 ; 
set B2[13] := 18 ; 
set B2[4] := 25 27 ; 
set B2[18] := 28 ; 
set B2[3] := 33 37 48 ; 
set B2[8] := 41 ; 
set B2[15] := 46 47 ; 
set B2[9] := 58 59 ; 
set B2[6] := 61 ; 

param :name C k S:=
1 BCG 5808052.741055141 17 54285881.20469634
2 BCG 5808052.741055141 1 28518182.92620048
3 BCG 5808052.741055141 2 28518182.92620048
4 BCG 5808052.741055141 11 18095293.734898783
5 DT 9850912.982377836 5 
6 DT 9850912.982377836 2 59714469.32516598
7 DTP 5808052.741055141 7 
8 DTP 5808052.741055141 17 108571762.40939268
9 DTP-HepB-Hib 23232210.964220565 7 
10 DTP-HepB-Hib 23232210.964220565 16 52476351.83120647
11 DTP-HepB-Hib 23232210.964220565 16 52476351.83120647
12 DTP-HepB-Hib 23232210.964220565 14 
13 DTP-HepB-Hib 23232210.964220565 17 
14 DTP-HepB-Hib 23232210.964220565 12 42313488.76558447
15 DTP-HepB-Hib 23232210.964220565 17 
16 DTP-HepB-Hib 23232210.964220565 7 
17 HPV 23232210.964220565 13 117619409.27684209
18 HPV 23232210.964220565 10 19904823.10838866
19 HepB 5808052.741055141 17 
20 HepB 5808052.741055141 12 42313488.76558447
21 HepB 5808052.741055141 12 42313488.76558447
22 HepB 5808052.741055141 17 
23 IPV 5808052.741055141 4 21412764.252963554
24 IPV 5808052.741055141 16 52476351.83120647
25 IPV 5808052.741055141 18 
26 IPV 5808052.741055141 12 21412764.252963554
27 IPV 5808052.741055141 4 21412764.252963554
28 IPV 5808052.741055141 1 21412764.252963554
29 MMR 8712079.111582711 17 18095293.734898783
30 MMR 8712079.111582711 10 42825528.50592711
31 MMR 8712079.111582711 17 18095293.734898783
32 MMR 8712079.111582711 17 18095293.734898783
33 OPV 5808052.741055141 10 42825528.50592711
34 OPV 5808052.741055141 10 42825528.50592711
35 OPV 5808052.741055141 16 52476351.83120647
36 OPV 5808052.741055141 3 
37 OPV 5808052.741055141 17 
38 OPV 5808052.741055141 5 
39 OPV 5808052.741055141 8 42313488.76558447
40 OPV 5808052.741055141 3 
41 OPV 5808052.741055141 5 
42 PCV 14520131.852637853 17 36190587.46979757
43 PCV 14520131.852637853 15 54285881.20469634
44 PCV 14520131.852637853 15 54285881.20469634
45 PCV 14520131.852637853 10 54285881.20469634
46 PCV 14520131.852637853 10 54285881.20469634
47 PCV 14520131.852637853 17 36190587.46979757
48 Rota 23232210.964220565 17 21714352.481878538
49 Rota 23232210.964220565 3 36190587.46979757
50 Rota 23232210.964220565 10 54285881.20469634
51 Td 9850912.982377836 7 199048231.0838866
52 Td 9850912.982377836 7 199048231.0838866
53 Td 9850912.982377836 5 
54 Td 9850912.982377836 2 70468243.8876201
55 Td 9850912.982377836 2 70468243.8876201
56 Td 9850912.982377836 17 90476468.67449391
57 Td 9850912.982377836 17 90476468.67449391
58 YF 9850912.982377836 9 17492117.277068827
59 YF 9850912.982377836 9 17492117.277068827
60 YF 9850912.982377836 16 52476351.83120647
61 YF 9850912.982377836 6 17492117.277068827
;
param phi :=5;

param theta :=1.2;

param :country_name annual_births GNI_c target_country:=
1 'Afghanistan' 1174821 548.0 0
2 'Bangladesh' 2823519 2326.63 0
3 'Benin' 408062 1551.42 0
4 "'Burkina Faso'" 743945 988.297 0
5 'Burundi' 430286 269.561 0
6 'CAR' 155936 557.442 0
7 'Cambodia' 351572 1749.81 0
8 'Cameroon' 866087 1730.1 0
9 'Chad' 635796 743.841 0
10 'Comoros' 25413 1426.52 0
11 'Congo' 169654 2704.46 0
12 "'Côte d'Ivoire'" 884419 2645.56 0
13 'DRC' 3404266 622.068 0
14 'Djibouti' 18693 3869.25 0
15 'Eritrea' 106717 678.248 0
16 'Ethiopia' 3514676 882.0 0
17 'Gambia' 87801 846.506 0
18 'Ghana' 852148 2556.51 0
19 'Guinea' 451222 1241.83 0
20 'Guinea-Bissau' 63361 907.339 0
21 'Haiti' 253692 1560.23 0
22 'Kenya' 1447992 2290.5 0
23 'Kyrgyzstan' 133433 1313.86 0
24 'Laos' 162859 2757.81 0
25 'Lesotho' 52726 1227.37 0
26 'Liberia' 156812 743.004 0
27 'Madagascar' 885134 531.409 0
28 'Malawi' 623937 543.551 0
29 'Mali' 781562 1019.32 0
30 'Mauritania' 144852 2154.15 0
31 'Mozambique' 1109185 506.47 0
32 'Myanmar' 926422 1170.09 0
33 'Nepal' 547300 1226.01 0
34 'Niger' 1061139 661.763 0
35 'Nigeria' 7205554 2562.19 0
36 "'North Korea'" 350110 1300.0 0
37 'Pakistan' 5790648 1222.0 0
38 "'Papua New Guinea'" 230932 3093.66 0
39 'Rwanda' 403850 832.569 0
40 'Senegal' 537983 1699.4 0
41 "'Sierra Leone'" 243215 551.691 0
42 'Somalia' 630689 369.62 0
43 "'South Sudan'" 358148 313.592 0
44 'Sudan' 1339102 809.088 0
45 'Syria' 425911 776.0 0
46 "'São Tomé'" 6556 2523.79 0
47 'Tajikistan' 267242 890.169 0
48 'Tanzania' 2102021 1211.77 0
49 'Togo' 257511 1075.57 0
50 'Uganda' 1625283 1074.68 0
51 'Yemen' 827534 587.408 0
52 'Zambia' 620362 1195.78 0
53 'Zimbabwe' 377918 1757.99 0
;

param :1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 Market:=
1 0.04950829780480933 0.0783881381909481 0.04125691483734111 0.11551936154455511 0.07013675522347988 0.07013675522347988 0.07013675522347988 0.0783881381909481 0.32180393573126065 0.4744545206294227 0.43319760579208166 0.49095728656435916 0.4744545206294227 0.334181010182463 0.3094268612800583 0.3300553186987289 1.897818082517691 1.8565611676803497 0.20215888270297142 0.24754148902404663 0.09901659560961866 0.10314228709335277 0.8622695201004291 1.0107944135148572 1.2789643599575744 0.7219960096534694 1.1551936154455509 0.9612861157100479 0.6064766481089142 0.5817224992065095 1.8441840932291473 1.2170789877015626 0.05363398928854344 0.04950829780480933 0.07426244670721399 0.057759680772277555 0.0783881381909481 0.05363398928854344 0.07013675522347988 0.057759680772277555 0.037131223353606996 1.196450530282892 1.2583359025389038 1.2583359025389038 1.4233635618882683 1.3614781896322565 1.196450530282892 0.3506837761173994 0.969537498677516 0.3919406909547405 0.04538260632107522 0.04538260632107522 0.037131223353606996 0.057759680772277555 0.04125691483734111 0.04125691483734111 0.037131223353606996 0.40019207392220874 0.40019207392220874 0.5940995736577119 0.5280885099179662 1
2 0.2101961513167956 0.3328105729182597 0.17516345943066303 0.49045768640585646 0.29777788103212716 0.29777788103212716 0.29777788103212716 0.3328105729182597 1.3662749835591714 2.0143797834526245 1.8392163240219617 2.0844451672248896 2.0143797834526245 1.4188240213883705 1.3137259457299726 1.4013076754453042 8.057519133810498 7.882355674379835 0.8583009512102487 1.050980756583978 0.4203923026335912 0.4379086485766575 3.6609163021008566 4.291504756051244 5.430067242350553 3.0653605400366026 4.904576864058564 4.081308604734448 2.5749028536307463 2.469804777972348 7.829806636550636 5.1673220532045585 0.22771249725986192 0.2101961513167956 0.3152942269751934 0.24522884320292823 0.3328105729182597 0.22771249725986192 0.29777788103212716 0.24522884320292823 0.1576471134875967 5.079740323489227 5.342485512635221 5.342485512635221 6.043139350357874 5.780394161211879 5.079740323489227 1.4888894051606354 4.116341296620581 1.6640528645912984 0.1926798053737293 0.1926798053737293 0.1576471134875967 0.24522884320292823 0.17516345943066303 0.17516345943066303 0.1576471134875967 1.6990855564774312 1.6990855564774312 2.522353815801547 2.2420922807124866 0
3 0.14016088208090757 0.22192139662810367 0.116800735067423 0.3270420581887844 0.1985612496146191 0.1985612496146191 0.1985612496146191 0.22192139662810367 0.9110457335258993 1.3432084532753643 1.2264077182079414 1.3899287473023334 1.3432084532753643 0.9460859540461263 0.8760055130056724 0.934405880539384 5.372833813101457 5.256033078034035 0.5723236018303727 0.7008044104045379 0.28032176416181515 0.2920018376685575 2.44113536290914 2.8616180091518633 3.6208227870901126 2.044012863679902 3.2704205818878433 2.7214571270709556 1.716970805491118 1.646890364450664 5.220992857513807 3.4456216844889784 0.1518409555876499 0.14016088208090757 0.21024132312136137 0.1635210290943922 0.22192139662810367 0.1518409555876499 0.1985612496146191 0.1635210290943922 0.10512066156068069 3.3872213169552667 3.562422419556401 3.562422419556401 4.029625359826094 3.8544242572249585 3.3872213169552667 0.9928062480730954 2.7448172740844403 1.1096069831405184 0.1284808085741653 0.1284808085741653 0.10512066156068069 0.1635210290943922 0.116800735067423 0.116800735067423 0.10512066156068069 1.132967130154003 1.132967130154003 1.681930584970891 1.4950494088630144 0
